chrom	start	end	width	strand	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
chr9	27572600	27574181	1582	*	97.30929	0.5408079	0.26591835	2.033737	4.197815e-02	3.388986e-01
chr3	130568890	130569631	742	*	83.35405	-0.5609738	0.27583480	-2.033731	4.197873e-02	3.388986e-01
chr1	153538324	153539371	1048	*	259.64007	-0.3236121	0.15921716	-2.032520	4.210103e-02	3.395297e-01
chr2	102003575	102004224	650	*	25.34986	-0.9606967	0.47299698	-2.031084	4.224645e-02	3.401309e-01
chr20	47444246	47445139	894	*	53.56742	0.6240838	0.30730811	2.030808	4.227445e-02	3.401309e-01
chr5	10563749	10564916	1168	*	36.92505	-0.8658969	0.42639389	-2.030744	4.228094e-02	3.401309e-01
chr2	65215644	65216634	991	*	225.50949	0.2972252	0.14646741	2.029293	4.242848e-02	3.407284e-01
chr3	50306292	50306656	365	*	36.89282	-0.7095826	0.34970455	-2.029092	4.244896e-02	3.407284e-01
chr20	47804516	47805244	729	*	160.15514	0.4354339	0.21461393	2.028917	4.246674e-02	3.407526e-01
chr4	148652819	148653877	1059	*	52.65956	-0.6880207	0.33912461	-2.028814	4.247727e-02	3.407612e-01
chr4	170541167	170541897	731	*	107.95408	0.4684256	0.23095923	2.028175	4.254244e-02	3.408860e-01
chr10	32634982	32636456	1475	*	106.67962	0.4784854	0.23597343	2.027709	4.258998e-02	3.409710e-01
chr20	30310576	30311868	1293	*	195.06623	0.3428673	0.16915186	2.026979	4.266455e-02	3.413904e-01
chr17	49243269	49244667	1399	*	215.11125	0.3694710	0.18233150	2.026370	4.272693e-02	3.415939e-01
chr9	117880455	117881452	998	*	32.35154	-0.8782974	0.43347315	-2.026186	4.274569e-02	3.416251e-01
chr12	53399717	53400858	1142	*	97.57754	0.4836379	0.23874659	2.025737	4.279170e-02	3.416970e-01
chr6	31782002	31783527	1526	*	161.89737	-0.3729332	0.18415011	-2.025159	4.285108e-02	3.419937e-01
chr1	178511347	178512668	1322	*	198.54630	-0.3641005	0.17995079	-2.023334	4.303873e-02	3.428985e-01
chr8	57905883	57906937	1055	*	171.80510	0.3812808	0.18852559	2.022435	4.313141e-02	3.432222e-01
chr19	58858368	58859347	980	*	60.75815	0.5668070	0.28050765	2.020647	4.331631e-02	3.439812e-01
chr12	116971098	116972219	1122	*	82.01611	0.4986269	0.24678261	2.020511	4.333043e-02	3.439812e-01
chr5	39073593	39075229	1637	*	166.85901	0.3796083	0.18794046	2.019833	4.340073e-02	3.443563e-01
chr17	80250428	80251095	668	*	149.07611	0.4077954	0.20211471	2.017643	4.362845e-02	3.456283e-01
chr8	92082040	92082805	766	*	200.04429	0.3325231	0.16482916	2.017380	4.365583e-02	3.456541e-01
chr16	30441130	30441989	860	*	143.20170	0.3977798	0.19735666	2.015538	4.384834e-02	3.464446e-01
chr20	48770019	48770694	676	*	139.31180	0.4386441	0.21763462	2.015507	4.385157e-02	3.464446e-01
chr11	114310003	114310913	911	*	62.49200	0.6182211	0.30680576	2.015024	4.390209e-02	3.465176e-01
chr19	6424774	6425666	893	*	425.00574	0.2453190	0.12176351	2.014716	4.393436e-02	3.466834e-01
chr6	15248481	15249264	784	*	61.76670	0.6019905	0.29893685	2.013772	4.403352e-02	3.472285e-01
chr19	58330682	58331493	812	*	63.03760	0.6151507	0.30549122	2.013644	4.404689e-02	3.472308e-01
chr6	31164702	31165877	1176	*	28.12993	-0.8612216	0.42776610	-2.013300	4.408306e-02	3.473808e-01
chrX	103035568	103036210	643	*	111.43826	0.4291914	0.21330342	2.012117	4.420761e-02	3.479474e-01
chr9	36572602	36573253	652	*	15.49804	1.3175522	0.65497924	2.011594	4.426276e-02	3.482034e-01
chr20	9048274	9050051	1778	*	109.65812	0.5416143	0.26951644	2.009578	4.447590e-02	3.491660e-01
chr6	2988722	2990284	1563	*	139.02674	-0.4107412	0.20442044	-2.009296	4.450573e-02	3.492814e-01
chr2	201980716	201982261	1546	*	52.16218	-0.6643198	0.33068899	-2.008896	4.454815e-02	3.494955e-01
chr12	110151300	110152143	844	*	129.23789	0.4131164	0.20580824	2.007288	4.471903e-02	3.503598e-01
chr1	68150615	68151302	688	*	363.44935	0.2672749	0.13319600	2.006628	4.478926e-02	3.505394e-01
chr19	55700623	55701234	612	*	92.84971	0.4784160	0.23844181	2.006427	4.481074e-02	3.505394e-01
chr11	62009549	62010090	542	*	18.82118	1.7187970	0.85722905	2.005062	4.495647e-02	3.511473e-01
chr12	51318065	51318761	697	*	20.58591	1.0487919	0.52323056	2.004455	4.502139e-02	3.511967e-01
chr12	42719611	42720226	616	*	51.09214	0.7289212	0.36365448	2.004433	4.502366e-02	3.511967e-01
chr3	88107570	88108741	1172	*	512.64573	0.2233270	0.11144215	2.003972	4.507305e-02	3.515018e-01
chr11	111944702	111945361	660	*	40.85231	0.8241451	0.41194430	2.000623	4.543306e-02	3.533458e-01
chr14	31926121	31926838	718	*	78.75210	0.5643090	0.28210455	2.000354	4.546206e-02	3.533624e-01
chr12	53472759	53473633	875	*	315.73173	0.3054600	0.15271818	2.000155	4.548355e-02	3.533885e-01
chr5	133561181	133562335	1155	*	112.25302	0.4330599	0.21652300	2.000064	4.549335e-02	3.533885e-01
chr14	91108103	91109051	949	*	16.95001	1.2158256	0.60792243	1.999968	4.550369e-02	3.533885e-01
chr12	65218163	65218802	640	*	21.44309	1.0741629	0.53755294	1.998246	4.569002e-02	3.541220e-01
chr20	361217	361903	687	*	56.63777	-0.6973176	0.34901238	-1.997974	4.571950e-02	3.542897e-01
chr12	22199039	22199936	898	*	55.98004	0.6899372	0.34535550	1.997759	4.574276e-02	3.543510e-01
chr15	42066222	42067133	912	*	216.65247	0.3175360	0.15897573	1.997387	4.578321e-02	3.543670e-01
chr15	44719082	44720128	1047	*	218.96798	0.3179281	0.15924615	1.996457	4.588419e-02	3.546134e-01
chr4	83933612	83934506	895	*	116.22270	0.4206122	0.21083244	1.995007	4.604211e-02	3.552780e-01
chr20	42218924	42219880	957	*	144.13278	0.4343928	0.21779384	1.994514	4.609593e-02	3.553614e-01
chr17	1633481	1634028	548	*	25.94041	1.0214460	0.51214004	1.994466	4.610112e-02	3.553614e-01
chr1	154965550	154966036	487	*	18.49058	-1.1897347	0.59678861	-1.993561	4.620001e-02	3.557439e-01
chr1	161410014	161410752	739	*	47.79940	-0.9271231	0.46533328	-1.992385	4.632881e-02	3.562586e-01
chr1	198905908	198906795	888	*	67.84144	-0.5324614	0.26735887	-1.991561	4.641929e-02	3.564810e-01
chr15	45315131	45316112	982	*	77.93908	0.5277589	0.26507122	1.991008	4.648001e-02	3.566152e-01
chr1	210501939	210502852	914	*	60.36232	-0.6310884	0.31711767	-1.990076	4.658254e-02	3.569034e-01
chr7	100136236	100137085	850	*	717.48075	0.1774304	0.08917107	1.989776	4.661565e-02	3.570662e-01
chr9	32550548	32551417	870	*	33.83882	0.8158346	0.41013248	1.989198	4.667938e-02	3.571108e-01
chr2	240006760	240007560	801	*	24.69747	1.0126541	0.50917497	1.988814	4.672178e-02	3.571125e-01
chr20	35233454	35234584	1131	*	163.17761	0.3601551	0.18109637	1.988748	4.672901e-02	3.571125e-01
chr10	104473477	104474660	1184	*	393.18119	0.2444603	0.12296314	1.988078	4.680308e-02	3.574379e-01
chr11	89955589	89956651	1063	*	67.73229	0.5639062	0.28372438	1.987514	4.686546e-02	3.577056e-01
chr16	68117956	68119803	1848	*	136.20703	-0.3963648	0.19957854	-1.986009	4.703231e-02	3.584457e-01
chr5	271173	272026	854	*	234.89592	0.3284171	0.16543541	1.985168	4.712575e-02	3.585912e-01
chr8	23539861	23540843	983	*	61.69985	0.6210090	0.31282828	1.985143	4.712852e-02	3.585912e-01
chr3	98450587	98452109	1523	*	57.47924	-0.5828450	0.29372058	-1.984352	4.721663e-02	3.590501e-01
chr7	91569666	91570596	931	*	114.82271	0.5219771	0.26307486	1.984139	4.724034e-02	3.591297e-01
chr7	120497349	120498259	911	*	25.52901	-0.9072164	0.45750249	-1.982976	4.737011e-02	3.597136e-01
chr17	65713541	65714513	973	*	137.96407	0.4269235	0.21534726	1.982489	4.742458e-02	3.599089e-01
chr9	37485563	37486204	642	*	47.50966	0.6897362	0.34791650	1.982476	4.742596e-02	3.599089e-01
chr1	147400212	147401062	851	*	98.28426	0.5457049	0.27526559	1.982467	4.742702e-02	3.599089e-01
chr13	50975157	50975722	566	*	55.19429	0.7114094	0.35893498	1.982001	4.747917e-02	3.601863e-01
chr19	11615841	11617005	1165	*	95.34033	0.4801370	0.24240296	1.980739	4.762056e-02	3.607846e-01
chr16	29690214	29691218	1005	*	24.96197	0.9007943	0.45501993	1.979681	4.773940e-02	3.614469e-01
chr15	44486792	44487874	1083	*	127.43856	0.4092732	0.20678013	1.979267	4.778590e-02	3.615032e-01
chr1	6453181	6454250	1070	*	165.09652	0.4090219	0.20678346	1.978020	4.792640e-02	3.618161e-01
chr14	96000771	96001616	846	*	227.46644	0.3207935	0.16222466	1.977465	4.798914e-02	3.619139e-01
chr18	51750656	51751273	618	*	97.26893	0.4968097	0.25125488	1.977314	4.800618e-02	3.619241e-01
chr1	38512247	38513242	996	*	138.83830	0.4103230	0.20756484	1.976842	4.805944e-02	3.620891e-01
chr6	165722674	165723240	567	*	18.92579	-1.2320507	0.62331375	-1.976614	4.808527e-02	3.621655e-01
chr3	53216488	53217299	812	*	124.68258	0.4551485	0.23034095	1.975977	4.815733e-02	3.623017e-01
chr11	67055757	67057306	1550	*	140.99691	0.3879730	0.19644524	1.974968	4.827179e-02	3.624467e-01
chr16	88519067	88519816	750	*	75.79400	0.5254467	0.26608185	1.974756	4.829587e-02	3.625096e-01
chr8	61326087	61326905	819	*	51.40564	0.9433825	0.47777163	1.974547	4.831958e-02	3.625945e-01
chr10	74451714	74452527	814	*	81.67969	0.5475607	0.27735410	1.974230	4.835564e-02	3.627723e-01
chr20	58514953	58516161	1209	*	162.96597	0.3496149	0.17709453	1.974171	4.836230e-02	3.627723e-01
chr3	197353828	197355314	1487	*	66.80476	-0.6879870	0.34858024	-1.973683	4.841777e-02	3.630704e-01
chr5	141704098	141706192	2095	*	112.69950	-0.5578797	0.28273962	-1.973122	4.848168e-02	3.632563e-01
chr8	85094403	85095765	1363	*	106.04281	0.4873788	0.24702975	1.972956	4.850061e-02	3.632784e-01
chr18	61034037	61035232	1196	*	201.71027	0.3427716	0.17376902	1.972570	4.854455e-02	3.634896e-01
chr3	170074451	170075619	1169	*	260.45185	0.2784103	0.14115588	1.972360	4.856847e-02	3.635508e-01
chr6	119030979	119031941	963	*	56.82091	1.0676688	0.54136676	1.972173	4.858989e-02	3.636521e-01
chr17	43128575	43129696	1122	*	145.72917	0.3855223	0.19557211	1.971254	4.869484e-02	3.642604e-01
chr4	178363046	178363871	826	*	113.49120	0.4523081	0.22949967	1.970844	4.874171e-02	3.644046e-01
chr18	12407657	12408279	623	*	42.26475	0.7144636	0.36259562	1.970414	4.879092e-02	3.645853e-01
chr16	446658	447625	968	*	31.80744	-0.8229663	0.41774171	-1.970036	4.883423e-02	3.647712e-01
chr8	120428170	120429497	1328	*	78.74822	-0.5531422	0.28093710	-1.968918	4.896247e-02	3.650339e-01
chr2	18059529	18060603	1075	*	38.18817	0.8103803	0.41173803	1.968194	4.904572e-02	3.651702e-01
chr19	48281462	48282034	573	*	18.06291	1.1433287	0.58126653	1.966961	4.918769e-02	3.659900e-01
chr17	72772152	72772915	764	*	62.40915	0.5901932	0.30021454	1.965905	4.930960e-02	3.664519e-01
chr17	16556614	16557332	719	*	85.89536	0.5225402	0.26583513	1.965655	4.933848e-02	3.665493e-01
chr18	45456381	45458279	1899	*	196.06670	0.3642472	0.18553306	1.963247	4.961750e-02	3.678071e-01
chr17	56595026	56596237	1212	*	757.69514	0.2038579	0.10386643	1.962693	4.968187e-02	3.680595e-01
chr2	136577494	136578027	534	*	12.97312	-1.5355091	0.78272350	-1.961752	4.979141e-02	3.681677e-01
chr12	56121490	56124318	2829	*	489.41808	0.2405537	0.12269660	1.960558	4.993066e-02	3.684891e-01
chr4	100871209	100872038	830	*	177.65737	0.3820604	0.19489983	1.960291	4.996176e-02	3.686597e-01
